Locus	Gene	Start	Length	Product	Allele Count	Alleles
b3461	rpoH	3599929	855	RNA polymerase, sigma 32 (sigma H) factor	987	b3461.fasta
b3462	ftsX	3601028	1059	putative ABC transporter permease	1403	b3462.fasta
b3463	ftsE	3602079	669	cell division ATP-binding protein	841	b3463.fasta
b3464	ftsY	3602750	1494	Signal Recognition Particle (SRP) receptor	1490	b3464.fasta
b3465	rsmD	3604393	597	16S rRNA m(2)G966 methyltransferase, SAM-dependent	852	b3465.fasta
b3466	yhhL	3604979	270	DUF1145 family protein	408	b3466.fasta
b3467	yhhM	3605251	360	DUF2500 family protein	555	b3467.fasta
b3468	yhhN	3605751	627	TMEM86 family putative inner membrane protein	918	b3468.fasta
b3469	zntA	3606451	2199	zinc, cobalt and lead efflux system	2481	b3469.fasta
b3470	tusA	3608751	246	mnm(5)-s(2)U34-tRNA 2-thiolation sulfurtransferase	481	b3470.fasta
b3471	yhhQ	3609217	666	DUF165 family inner membrane protein	855	b3471.fasta
b3472	dcrB	3609955	558	putative lipoprotein	731	b3472.fasta
b3473	yhhS	3610516	1218	putative arabinose efflux transporter	1775	b3473.fasta
b3474	yhhT	3611865	1050	UPF0118 family putative transporter	1294	b3474.fasta
b3475	acpT	3612969	588	4'-phosphopantetheinyl transferase	790	b3475.fasta
b3476	nikA	3613667	1575	nickel/heme ABC transporter periplasmic binding protein	1907	b3476.fasta
b3477	nikB	3615241	945	nickel ABC transporter permease	1185	b3477.fasta
b3478	nikC	3616182	834	nickel ABC transporter permease	1190	b3478.fasta
b3479	nikD	3617015	765	nickel ABC transporter ATPase	1058	b3479.fasta
b3480	nikE	3617776	807	nickel ABC transporter ATPase	1053	b3480.fasta
b3481	nikR	3618588	402	transcriptional repressor, Ni-binding	611	b3481.fasta
b3485	yhhJ	3625679	1125	putative ABC transporter permease	1642	b3485.fasta
b3486	rbbA	3626803	2736	ribosome-associated ATPase: ATP-binding protein/ATP-binding membrane protein	2915	b3486.fasta
b3487	yhiI	3629535	1068	putative membrane fusion protein (MFP) of efflux pump	1497	b3487.fasta
b3494	uspB	3639385	336	universal stress (ethanol tolerance) protein B	354	b3494.fasta
b3495	uspA	3640111	435	universal stress global response regulator	566	b3495.fasta
b3496	dtpB	3640862	1470	dipeptide and tripeptide permease B	1720	b3496.fasta
b3497	rsmJ	3642380	753	16S rRNA m(2)G1516 methyltransferase, SAM-dependent	1073	b3497.fasta
b3498	prlC	3643140	2043	oligopeptidase A	2299	b3498.fasta
b3499	rlmJ	3645385	843	23S rRNA m(6)A2030 methyltransferase, SAM-dependent	1256	b3499.fasta
b3500	gor	3646299	1353	glutathione oxidoreductase	1808	b3500.fasta
b4613	dinQ	3647705	84	UV-inducible membrane toxin, DinQ-AgrB type I toxin-antitoxin system	97	b4613.fasta
b3503	arsC	3650237	426	arsenate reductase	657	b3503.fasta
b3506	slp	3653961	567	outer membrane lipoprotein	614	b3506.fasta
b3507	dctR	3654683	531	Putative LuxR family repressor for dicarboxylate transport	686	b3507.fasta
b3509	hdeB	3655966	327	acid-resistance protein	358	b3509.fasta
b3510	hdeA	3656408	333	stress response protein acid-resistance protein	305	b3510.fasta
b3511	hdeD	3656995	573	acid-resistance membrane protein	593	b3511.fasta
b3512	gadE	3658366	528	gad regulon transcriptional activator	524	b3512.fasta
b3515	gadW	3663890	729	transcriptional activator of gadA and gadBC; repressor of gadX	810	b3515.fasta
b3519	treF	3669592	1650	cytoplasmic trehalase	1755	b3519.fasta
b3520	yhjB	3671292	603	putative DNA-binding transcriptional response regulator	809	b3520.fasta
b3521	yhjC	3672414	900	LysR family putative transcriptional regulator	1169	b3521.fasta
b3522	yhjD	3673362	1014	inner membrane putative BrbK family alternate lipid exporter	1065	b3522.fasta
b3523	yhjE	3674786	1323	putative MFS transporter; membrane protein	1588	b3523.fasta
b3524	yhjG	3676290	2061	putative inner membrane-anchored periplasmic AsmA family protein	2368	b3524.fasta
b3525	yhjH	3678420	768	cyclic-di-GMP phosphodiesterase, FlhDC-regulated	1048	b3525.fasta
b3526	kdgK	3679419	930	2-dehydro-3-deoxygluconokinase	1289	b3526.fasta
b3527	yhjJ	3680444	1497	putative periplasmic M16 family chaperone	1538	b3527.fasta
b3528	dctA	3682161	1287	C4-dicarboxylic acid, orotate and citrate transporter	1279	b3528.fasta
b3529	yhjK	3683630	1989	cyclic-di-GMP phosphodiesterase	2124	b3529.fasta
b3531	bcsZ	3689155	1107	endo-1,4-D-glucanase	1400	b3531.fasta
b3539	yhjV	3700563	1272	putative transporter	1148	b3539.fasta
b3541	dppD	3702865	984	dipeptide/heme ABC transporter ATPas	1385	b3541.fasta
b3542	dppC	3703859	903	dipeptide/heme ABC transporter permease	1335	b3542.fasta
b3543	dppB	3704771	1020	dipeptide/heme ABC transporter permease	1426	b3543.fasta
b3544	dppA	3706098	1608	dipeptide/heme ABC transporter periplasmic binding protein; dipeptide chemotaxis receptor	1748	b3544.fasta
b3546	eptB	3708784	1692	KDO phosphoethanolamine transferase, Ca(2+)-inducible	1586	b3546.fasta
b3548	yhjY	3712236	699	autotransporter beta-domain protein	981	b3548.fasta
b3549	tag	3713092	564	3-methyl-adenine DNA glycosylase I, constitutive	752	b3549.fasta
b3550	yiaC	3713652	441	GNAT family putative N-acetyltransferase	558	b3550.fasta
b3551	bisC	3714061	2334	biotin sulfoxide reductase	2503	b3551.fasta
b3552	yiaD	3716547	660	multicopy suppressor of bamB; outer membrane lipoprotein	1066	b3552.fasta
b3553	ghrB	3717310	975	glyoxylate/hydroxypyruvate reductase B	1213	b3553.fasta
b3554	yiaF	3718334	711	barrier effect co-colonization resistance factor; DUF3053 family lipoprotein	861	b3554.fasta
b3555	yiaG	3719478	291	HTH_CROC1 family putative transcriptional regulator	344	b3555.fasta
b4455	hokA	3720448	153	toxic polypeptide, small	219	b4455.fasta
b3559	glyS	3722328	2070	glycine tRNA synthetase, beta subunit	2253	b3559.fasta
b3560	glyQ	3724407	912	glycine tRNA synthetase, alpha subunit	990	b3560.fasta
b4553	ysaB	3725413	300	uncharacterized protein	411	b4553.fasta
b3561	wecH	3725887	996	O-acetyltransferase for enterobacterial common antigen (ECA)	1153	b3561.fasta
b3563	yiaB	3727407	342	YiaAB family inner membrane protein	442	b3563.fasta
b3565	xylA	3729443	1323	D-xylose isomerase	1404	b3565.fasta
b3590	selB	3758017	1845	selenocysteinyl-tRNA-specific translation factor	2228	b3590.fasta
b3591	selA	3759858	1392	selenocysteine synthase	1544	b3591.fasta
b3592	yibF	3761347	609	glutathione S-transferase homolog	850	b3592.fasta
b3598	yibI	3771382	363	DUF3302 family inner membrane protein	496	b3598.fasta
b3599	mtlA	3772281	1914	mannitol-specific PTS enzyme: IIA, IIB and IIC components	1642	b3599.fasta
b3600	mtlD	3774424	1149	mannitol-1-phosphate dehydrogenase, NAD-dependent	1418	b3600.fasta
b3601	mtlR	3775572	588	mannitol operon repressor	569	b3601.fasta
b3602	yibL	3776665	363	ribosome-associated DUF2810 family protein	617	b3602.fasta
b3603	lldP	3777399	1656	L-lactate permease	1796	b3603.fasta
b3604	lldR	3779054	777	dual role activator/repressor for lldPRD operon	1027	b3604.fasta
b3605	lldD	3779827	1191	L-lactate dehydrogenase, FMN-linked	1426	b3605.fasta
b3606	trmL	3781215	474	tRNA Leu mC34,mU34 2'-O-methyltransferase, SAM-dependent	691	b3606.fasta
b3607	cysE	3781741	822	serine acetyltransferase	1132	b3607.fasta
b3608	gpsA	3782642	1020	glycerol-3-phosphate dehydrogenase (NAD+)	1362	b3608.fasta
b3609	secB	3783661	468	protein export chaperone	503	b3609.fasta
b3610	grxC	3784191	252	glutaredoxin 3	351	b3610.fasta
b3611	yibN	3784584	432	putative rhodanese-related sulfurtransferase	526	b3611.fasta
b3612	gpmM	3785260	1545	phosphoglycero mutase III, cofactor-independent	1702	b3612.fasta
b3613	envC	3786838	1260	activator of AmiB,C murein hydrolases, septal ring factor	1427	b3613.fasta
b3614	yibQ	3788101	960	putative polysaccharide deacetylase	1011	b3614.fasta
b3616	tdh	3790320	1026	L-threonine 3-dehydrogenase, NAD(P)-binding	1529	b3616.fasta
b3617	kbl	3791355	1197	glycine C-acetyltransferase	1565	b3617.fasta
b3619	hldD	3793987	933	ADP-L-glycero-D-mannoheptose-6-epimerase, NAD(P)-binding	1325	b3619.fasta
b3620	waaF	3794929	1047	ADP-heptose:LPS heptosyltransferase II	1166	b3620.fasta
b3630	waaP	3805153	798	kinase that phosphorylates core heptose of lipopolysaccharide	253	b3630.fasta
b3631	waaG	3805943	1125	UDP-glucose:(heptosyl)lipopolysaccharide alpha-1,3-glucosyltransferase; lipopolysaccharide core biosynthesis protein; lipopolysaccharide glucosyltransferase I	1165	b3631.fasta
b3633	waaA	3808540	1278	3-deoxy-D-manno-octulosonic-acid transferase (KDO transferase)	1252	b3633.fasta
b3634	coaD	3809825	480	pantetheine-phosphate adenylyltransferase	549	b3634.fasta
b3635	mutM	3810343	810	formamidopyrimidine/5-formyluracil/ 5-hydroxymethyluracil DNA glycosylase	1218	b3635.fasta
b3636	rpmG	3811250	168	50S ribosomal subunit protein L33	137	b3636.fasta
b3637	rpmB	3811438	237	50S ribosomal subunit protein L28	171	b3637.fasta
b3639	dfp	3812731	1221	fused 4'-phosphopantothenoylcysteine decarboxylase/phosphopantothenoylcysteine synthetase, FMN-binding	1688	b3639.fasta
b3640	dut	3813932	456	deoxyuridinetriphosphatase	629	b3640.fasta
b3641	slmA	3814494	597	nucleoid occlusion factor, anti-FtsZ division inhibitor	700	b3641.fasta
b3642	pyrE	3815127	642	orotate phosphoribosyltransferase	976	b3642.fasta
b3644	yicC	3816676	864	UPF0701 family protein	1572	b3644.fasta
b3646	yicG	3818874	618	UPF0126 family inner membrane protein	737	b3646.fasta
b3647	ligB	3819488	1683	DNA ligase, NAD(+)-dependent	1959	b3647.fasta
b3648	gmk	3821428	624	guanylate kinase	665	b3648.fasta
b3649	rpoZ	3822106	276	RNA polymerase, omega subunit	255	b3649.fasta
b3650	spoT	3822400	2109	bifunctional (p)ppGpp synthetase II/ guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase	1997	b3650.fasta
b3651	trmH	3824515	690	tRNA mG18-2'-O-methyltransferase, SAM-dependent	1007	b3651.fasta
b3652	recG	3825210	2082	ATP-dependent DNA helicase	2421	b3652.fasta
b3653	gltS	3827460	1206	glutamate transporter	1235	b3653.fasta
b3654	xanP	3828945	1392	xanthine permease	1637	b3654.fasta
b3655	yicH	3830457	1710	putative inner membrane-anchored periplasmic AsmA family protein	1960	b3655.fasta
b4555	yicS	3840215	294	putative periplasmic protein	392	b4555.fasta
b3663	yicN	3841950	453	DUF1198 family protein	683	b3663.fasta
b3666	uhpT	3845776	1392	hexose phosphate transporter	1440	b3666.fasta
b3667	uhpC	3847305	1320	membrane protein regulates uhpT expression	1569	b3667.fasta
b3668	uhpB	3848634	1503	sensory histidine kinase in two-component regulatory sytem with UhpA	1784	b3668.fasta
b3669	uhpA	3850136	591	response regulator in two-component regulatory system wtih UhpB	948	b3669.fasta
b3670	ilvN	3850802	291	acetolactate synthase 1 small subunit	385	b3670.fasta
b3671	ilvB	3851096	1689	acetolactate synthase 2 large subunit	2061	b3671.fasta
b3672	ivbL	3852890	99	ilvB operon leader peptide	151	b3672.fasta
b3673	emrD	3853922	1185	multidrug efflux system protein	1638	b3673.fasta
b3674	yidF	3855114	498	putative Cys-type oxidative YidJ-maturating enzyme	672	b3674.fasta
b3675	yidG	3855608	363	inner membrane protein	453	b3675.fasta
b3676	yidH	3855960	348	DUF202 family inner membrane protein	619	b3676.fasta
b3685	yidE	3864612	1662	putative transporter	1848	b3685.fasta
b3686	ibpB	3866469	429	heat shock chaperone	547	b3686.fasta
b3687	ibpA	3867009	414	heat shock chaperone	521	b3687.fasta
b3688	yidQ	3867728	333	DUF1375 family outer membrane protein	449	b3688.fasta
b3689	yidR	3868062	1248	DUF3748 family protein	1691	b3689.fasta
b3697	yidA	3876140	813	sugar phosphate phosphatase	1109	b3697.fasta
b3698	yidB	3877067	399	DUF937 family protein	648	b3698.fasta
b3699	gyrB	3877705	2415	DNA gyrase, subunit B	2400	b3699.fasta
b3700	recF	3880148	1074	gap repair protein	1403	b3700.fasta
b3701	dnaN	3881221	1101	DNA polymerase III, beta subunit	1335	b3701.fasta
b3702	dnaA	3882326	1404	chromosomal replication initiator protein DnaA, DNA-binding transcriptional dual regulator	1272	b3702.fasta
b3703	rpmH	3884336	141	50S ribosomal subunit protein L34	87	b3703.fasta
b3704	rnpA	3884493	360	protein C5 component of RNase P	327	b3704.fasta
b4557	yidD	3884816	258	membrane protein insertion efficiency factor, UPF0161 family inner membrane protein	199	b4557.fasta
b3705	yidC	3885076	1647	membrane protein insertase	1806	b3705.fasta
b3706	mnmE	3886828	1365	tRNA U34 5-methylaminomethyl-2-thiouridine modification GTPase	1804	b3706.fasta
b3710	mdtL	3891615	1176	multidrug efflux system protein	1554	b3710.fasta
b3712	yieE	3893881	750	phosphopantetheinyl transferase superfamily protein	991	b3712.fasta
b3713	chrR	3894652	567	chromate reductase, Class I, flavoprotein	940	b3713.fasta
b3725	pstB	3907593	774	phosphate ABC transporter ATPase	1023	b3725.fasta
b3726	pstA	3908549	891	phosphate ABC transporter permease	1315	b3726.fasta
b3727	pstC	3909439	960	phosphate ABC transporter permease	1284	b3727.fasta
b3728	pstS	3910485	1041	phosphate ABC transporter periplasmic binding protein	1392	b3728.fasta
b3729	glmS	3911839	1830	L-glutamine:D-fructose-6-phosphate aminotransferase	2273	b3729.fasta
b3730	glmU	3913830	1371	fused N-acetyl glucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyl transferase	1893	b3730.fasta
b3731	atpC	3915553	420	F1 sector of membrane-bound ATP synthase, epsilon subunit	333	b3731.fasta
b3732	atpD	3915993	1383	F1 sector of membrane-bound ATP synthase, beta subunit	1332	b3732.fasta
b3733	atpG	3917402	864	F1 sector of membrane-bound ATP synthase, gamma subunit	748	b3733.fasta
b3734	atpA	3918316	1542	F1 sector of membrane-bound ATP synthase, alpha subunit	1608	b3734.fasta
b3735	atpH	3919870	534	F1 sector of membrane-bound ATP synthase, delta subunit	576	b3735.fasta
b3736	atpF	3920418	471	F0 sector of membrane-bound ATP synthase, subunit b	401	b3736.fasta
b3737	atpE	3920950	240	F0 sector of membrane-bound ATP synthase, subunit c	118	b3737.fasta
b3738	atpB	3921236	816	F0 sector of membrane-bound ATP synthase, subunit a	670	b3738.fasta
b3739	atpI	3922060	381	ATP synthase, membrane-bound accessory factor	401	b3739.fasta
b3740	rsmG	3923057	624	16S rRNA m(7)G527 methyltransferase, SAM-dependent; glucose-inhibited cell-division protein	858	b3740.fasta
b3741	mnmG	3923744	1890	5-methylaminomethyl-2-thiouridine modification at tRNA U34	2528	b3741.fasta
b3742	mioC	3926012	444	FMN-binding protein MioC	714	b3742.fasta
b3743	asnC	3926545	459	transcriptional activator of asnA; autorepressor	695	b3743.fasta
b3744	asnA	3927155	993	asparagine synthetase A	1325	b3744.fasta
b3745	viaA	3928152	1452	stimulator of RavA ATPase activity; von Willebrand factor domain protein	1995	b3745.fasta
b3746	ravA	3929597	1497	hexameric AAA+ MoxR family ATPase, putative molecular chaperone	1799	b3746.fasta
b3747	kup	3931316	1869	potassium transporter	2120	b3747.fasta
b3748	rbsD	3933351	420	D-ribose pyranase	584	b3748.fasta
b3750	rbsC	3935288	966	D-ribose ABC transporter permease	1278	b3750.fasta
b3752	rbsK	3937294	930	ribokinase	1170	b3752.fasta
b3753	rbsR	3938227	993	transcriptional repressor of ribose metabolism	1332	b3753.fasta
b3754	hsrA	3939185	1428	putative multidrug or homocysteine efflux system	1626	b3754.fasta
b3755	yieP	3940635	693	putative transcriptional regulator	641	b3755.fasta
b4480	hdfR	3947128	840	flhDC operon transcriptional repressor	846	b4480.fasta
b3764	yifE	3948086	339	UPF0438 family protein	331	b3764.fasta
b3766	ilvL	3950322	99	ilvG operon leader peptide	119	b3766.fasta
b4669	ilvX	3950507	51	uncharacterized protein	98	b4669.fasta
b3769	ilvM	3952201	264	acetolactate synthase 2 small subunit	294	b3769.fasta
b3770	ilvE	3952484	930	branched-chain amino acid aminotransferase	1181	b3770.fasta
b3771	ilvD	3953478	1851	dihydroxyacid dehydratase	2189	b3771.fasta
b3772	ilvA	3955331	1545	l-threonine dehydratase, biosynthetic; also known as threonine deaminase	1792	b3772.fasta
b3774	ilvC	3957970	1476	ketol-acid reductoisomerase, NAD(P)-binding	1869	b3774.fasta
b3775	ppiC	3959532	282	peptidyl-prolyl cis-trans isomerase C (rotamase C)	522	b3775.fasta
b3779	gpp	3962745	1485	guanosine pentaphosphatase/exopolyphosphatase	1639	b3779.fasta
b3780	rhlB	3964365	1266	ATP-dependent RNA helicase	1370	b3780.fasta
b3781	trxA	3965761	330	thioredoxin 1	376	b3781.fasta
b3783	rho	3966417	1260	transcription termination factor	1235	b3783.fasta
b3784	wecA	3967916	1104	UDP-GlcNAc:undecaprenylphosphate GlcNAc-1-phosphate transferase	1637	b3784.fasta
b3785	wzzE	3969031	1047	Entobacterial Common Antigen (ECA) polysaccharide chain length modulation protein	1251	b3785.fasta
b3786	wecB	3970133	1131	UDP-N-acetyl glucosamine-2-epimerase	1455	b3786.fasta
b3787	wecC	3971260	1263	UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase	1483	b3787.fasta
b3788	rffG	3972522	1068	dTDP-glucose 4,6-dehydratase	1274	b3788.fasta
b3789	rffH	3973608	882	glucose-1-phosphate thymidylyltransferase	1193	b3789.fasta
b3790	wecD	3974467	675	TDP-fucosamine acetyltransferase	891	b3790.fasta
b3791	wecE	3975146	1131	TDP-4-oxo-6-deoxy-D-glucose transaminase	1394	b3791.fasta
b3792	wzxE	3976278	1251	O-antigen translocase	1573	b3792.fasta
b4481	wecF	3977525	1080	TDP-Fuc4NAc:lipidIIFuc4NAc transferase	1461	b4481.fasta
b3793	wzyE	3978601	1353	putative ECA polysaccharide chain elongation protein	1367	b3793.fasta
b3794	wecG	3979956	741	UDP-N-acetyl-D-mannosaminuronic acid transferase	933	b3794.fasta
b3795	yifK	3980887	1386	putative APC family amino acid transporter	1597	b3795.fasta
b3800	aslB	3982958	1236	putative AslA-specific sulfatase-maturating enzyme	1601	b3800.fasta
b3802	hemY	3986686	1197	putative protoheme IX synthesis protein	1491	b3802.fasta
b3804	hemD	3989088	741	uroporphyrinogen III synthase	940	b3804.fasta
b3805	hemC	3989825	942	hydroxymethylbilane synthase	1169	b3805.fasta
b3806	cyaA	3991153	2547	adenylate cyclase	2240	b3806.fasta
b3807	cyaY	3993739	321	iron-dependent inhibitor of iron-sulfur cluster formation; frataxin; iron-binding and oxidizing protein	656	b3807.fasta
b4558	yifL	3994522	204	putative lipoprotein	272	b4558.fasta
b3809	dapF	3994762	825	diaminopimelate epimerase	1095	b3809.fasta
b3810	yigA	3995583	708	DUF484 family protein	1011	b3810.fasta
b3811	xerC	3996287	897	site-specific tyrosine recombinase	960	b3811.fasta
b3812	yigB	3997183	717	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase; pyrimidine phosphatase; riboflavin synthesis	1032	b3812.fasta
b3813	uvrD	3997983	2163	DNA-dependent ATPase I and helicase II	2381	b3813.fasta
b3820	yigI	4004230	468	4HBT thioesterase family protein	711	b3820.fasta
b3821	pldA	4004862	870	outer membrane phospholipase A	977	b3821.fasta
b3822	recQ	4005864	1830	ATP-dependent DNA helicase	1827	b3822.fasta
b3823	rhtC	4007757	621	threonine efflux pump	948	b3823.fasta
b3824	rhtB	4008439	621	homoserine, homoserine lactone and S-methyl-methionine efflux pump	916	b3824.fasta
b3825	pldB	4009170	1023	lysophospholipase L2	976	b3825.fasta
b3826	yigL	4010200	801	pyridoxal phosphate phosphatase	1054	b3826.fasta
b3827	yigM	4011076	900	putative inner membrane EamA-like transporter	1235	b3827.fasta
b3828	metR	4011863	954	methionine biosynthesis regulon transcriptional regulator	1065	b3828.fasta
b3829	metE	4013053	2262	5-methyltetrahydropteroyltriglutamate- homocysteine S-methyltransferase	2271	b3829.fasta
b3832	rmuC	4017333	1428	DNA recombination protein	1324	b3832.fasta
b3833	ubiE	4018855	756	bifunctional 2-octaprenyl-6-methoxy-1,4-benzoquinone methylase/ S-adenosylmethionine:2-DMK methyltransferase	792	b3833.fasta
b3834	ubiJ	4019624	606	aerobic ubiquinone synthesis protein, SCP2 family protein	840	b3834.fasta
b3835	ubiB	4020226	1641	regulator of octaprenylphenol hydroxylation, ubiquinone synthesis; regulator of 2'-N-acetyltransferase; putative ABC1 family protein kinase	1591	b3835.fasta
b3836	tatA	4021945	270	TatABCE protein translocation system subunit	165	b3836.fasta
b3838	tatB	4022218	516	TatABCE protein translocation system subunit	531	b3838.fasta
b3839	tatC	4022736	777	TatABCE protein translocation system subunit	701	b3839.fasta
b4483	tatD	4023554	783	quality control of Tat-exported FeS proteins; Mg-dependent cytoplasmic DNase	1065	b4483.fasta
b3842	rfaH	4024333	489	transcription antitermination protein	823	b3842.fasta
b3843	ubiD	4024988	1494	3-octaprenyl-4-hydroxybenzoate decarboxylase	1453	b3843.fasta
b3844	fre	4026527	702	NAD(P)H-flavin reductase	830	b3844.fasta
b3845	fadA	4027609	1164	3-ketoacyl-CoA thiolase (thiolase I)	1685	b3845.fasta
b3846	fadB	4028782	2190	fused 3-hydroxybutyryl-CoA epimerase/delta(3)-cis-delta(2)-trans-enoyl-CoA isomerase/enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase	2525	b3846.fasta
b3847	pepQ	4031161	1332	proline dipeptidase	1686	b3847.fasta
b3848	yigZ	4032492	615	UPF0029 family protein	973	b3848.fasta
b3849	trkH	4033145	1452	potassium transporter	1624	b3849.fasta
b3850	hemG	4034608	546	protoporphyrin oxidase, flavoprotein	693	b3850.fasta
b3856	mobB	4040906	528	molybdopterin-guanine dinucleotide biosynthesis protein B	669	b3856.fasta
b3857	mobA	4041415	585	molybdopterin-guanine dinucleotide synthase	783	b3857.fasta
b3858	yihD	4042069	270	DUF1040 protein YihD	381	b3858.fasta
b3859	srkA	4042415	987	Cpx stress response Thr/Ser protein kinase; MazF antagonist protein	1226	b3859.fasta
b3860	dsbA	4043418	627	periplasmic protein disulfide isomerase I	859	b3860.fasta
b3863	polA	4046966	2787	5' to 3' DNA polymerase and 3' to 5'/5' to 3' exonuclease	2658	b3863.fasta
b3865	yihA	4050133	633	cell division GTP-binding protein	704	b3865.fasta
b3866	yihI	4051347	510	activator of Der GTPase	593	b3866.fasta
b3867	hemN	4052045	1374	coproporphyrinogen III oxidase, SAM and NAD(P)H dependent, oxygen-independent	1470	b3867.fasta
b4686	yshB	4053647	111	uncharacterized protein	154	b4686.fasta
b3868	glnG	4053869	1410	fused DNA-binding response regulator in two-component regulatory system with GlnL: response regulator/sigma54 interaction protein	1481	b3868.fasta
b3869	glnL	4055290	1050	sensory histidine kinase in two-component regulatory system with GlnG	1192	b3869.fasta
b3870	glnA	4056625	1410	glutamine synthetase	1371	b3870.fasta
b3871	typA	4058407	1824	GTP-binding protein	1708	b3871.fasta
b3885	yihX	4075553	600	alpha-D-glucose-1-phosphate phosphatase, anomer-specific	877	b3885.fasta
b3886	yihY	4076146	873	BrkB family putative transporter, inner membrane protein	1119	b3886.fasta
b3887	dtd	4077015	438	D-tyr-tRNA(Tyr) deacylase	606	b3887.fasta
b3888	yiiD	4077449	990	GNAT family putative N-acetyltransferase	1264	b3888.fasta
b3891	fdhE	4080299	930	formate dehydrogenase formation protein	1183	b3891.fasta
b3892	fdoI	4081225	636	formate dehydrogenase-O, cytochrome b556 subunit	604	b3892.fasta
b3893	fdoH	4081857	903	formate dehydrogenase-O, Fe-S subunit	911	b3893.fasta
b3905	rhaS	4097736	837	transcriptional activator of rhaBAD and rhaT	1264	b3905.fasta
b3906	rhaR	4098646	849	transcriptional activator of rhaSR	1004	b3906.fasta
b3908	sodA	4100810	621	superoxide dismutase, Mn	978	b3908.fasta
b3910	yiiM	4102822	675	6-N-hydroxylaminopurine resistance protein	1030	b3910.fasta
b3911	cpxA	4103602	1374	sensory histidine kinase in two-component regulatory system with CpxR	1775	b3911.fasta
b3912	cpxR	4104972	699	response regulator in two-component regulatory system with CpxA	931	b3912.fasta
b4484	cpxP	4105820	501	inhibitor of the cpx response; periplasmic adaptor protein	417	b4484.fasta
b3915	fieF	4106469	903	ferrous iron and zinc transporter	892	b3915.fasta
b3916	pfkA	4107552	963	6-phosphofructokinase I	1145	b3916.fasta
b3917	sbp	4108834	990	sulfate transporter subunit	1492	b3917.fasta
b3918	cdh	4109930	756	CDP-diacylglycerol phosphotidylhydrolase	926	b3918.fasta
b3919	tpiA	4110740	768	triosephosphate isomerase	1012	b3919.fasta
b3920	yiiQ	4111615	600	DUF1454 family putative periplasmic protein	688	b3920.fasta
b3921	yiiR	4112315	441	DUF805 family putative inner membrane protein	559	b3921.fasta
b3922	yiiS	4112967	300	UPF0381 family protein	295	b3922.fasta
b3923	uspD	4113293	429	stress-induced protein	387	b3923.fasta
b3924	fpr	4113726	747	ferredoxin-NADP reductase; flavodoxin reductase	1100	b3924.fasta
b3925	glpX	4114569	1011	fructose 1,6-bisphosphatase II	1188	b3925.fasta
b3927	glpF	4117245	846	glycerol facilitator	897	b3927.fasta
b3928	zapB	4118515	246	FtsZ stabilizer, septal ring assembly factor, cell division stimulator	207	b3928.fasta
b3929	rraA	4118845	486	ribonuclease E (RNase E) inhibitor protein	611	b3929.fasta
b3930	menA	4119423	927	1,4-dihydroxy-2-naphthoate octaprenyltransferase	884	b3930.fasta
b3931	hslU	4120416	1332	molecular chaperone and ATPase component of HslUV protease	1467	b3931.fasta
b3932	hslV	4121757	531	peptidase component of the HslUV protease	570	b3932.fasta
b3933	ftsN	4122380	960	essential cell division protein	1130	b3933.fasta
b3934	cytR	4123431	1026	Anti-activator for CytR-CRP nucleoside utilization regulon	1008	b3934.fasta
b3935	priA	4124612	2199	Primosome factor n' (replication factor Y)	2422	b3935.fasta
b3936	rpmE	4127013	213	50S ribosomal subunit protein L31	199	b3936.fasta
b3937	yiiX	4127286	609	putative lipid binding hydrolase, DUF830 family protein	894	b3937.fasta
b3938	metJ	4128078	318	transcriptional repressor, S-adenosylmethionine-binding	371	b3938.fasta
b3939	metB	4128672	1161	cystathionine gamma-synthase, PLP-dependent	1496	b3939.fasta
b3940	metL	4129835	2433	Bifunctional aspartokinase/homoserine dehydrogenase 2	2511	b3940.fasta
b3941	metF	4132616	891	5,10-methylenetetrahydrofolate reductase	1080	b3941.fasta
b3942	katG	4133835	2181	catalase-peroxidase HPI, heme b-containing	2160	b3942.fasta
b3943	yijE	4136108	906	EamA-like transporter family protein	1131	b3943.fasta
b3944	yijF	4137040	618	DUF1287 family protein	952	b3944.fasta
b3945	gldA	4137932	1104	glycerol dehydrogenase, NAD+ dependent; 1,2-propanediol:NAD+ oxidoreductase	1462	b3945.fasta
b3949	frwC	4142530	1080	putative enzyme IIC component of PTS	1425	b3949.fasta
b3950	frwB	4143624	321	putative enzyme IIB component of PTS	499	b3950.fasta
b3951	pflD	4143995	2298	putative glycine radical domain-containing pyruvate formate-lyase	2551	b3951.fasta
b3952	pflC	4146258	879	putative [formate-C-acetyltransferase 2]-activating enzyme; pyruvate formate-lyase 1-activating enzyme	1225	b3952.fasta
b3953	frwD	4147138	342	putative enzyme IIB component of PTS	527	b3953.fasta
b3954	yijO	4147466	852	AraC family putative transcriptional activator	1144	b3954.fasta
b3955	eptC	4148532	1734	LPS heptose I phosphoethanolamine transferase	1601	b3955.fasta
b3956	ppc	4150447	2652	phosphoenolpyruvate carboxylase	2281	b3956.fasta
b3957	argE	4153696	1152	acetylornithine deacetylase	1549	b3957.fasta
